date,rank_today,full_name,html_url,primary_audience,audience_tags,overall_insight_score,general_user_score,data_analyst_score,data_scientist_score,usefulness_score,momentum_score,reproducibility_score,data_asset_score,dashboard_readiness_score,maintenance_score,risk_score,difficulty_level,recommended_action,one_sentence_summary,why_it_matters,portfolio_project_idea,evidence,risk_flags,confidence,language,topics,stars,forks,open_issues,license,pushed_at,first_seen_date,last_seen_date,days_seen,rank_previous,rank_change,star_delta_since_previous_seen,fork_delta_since_previous_seen,source_status,image_asset_path,image_prompt_path
2026-07-13,1,langgenius/dify,https://github.com/langgenius/dify,general_user,"[""general_user""]",94.72,90.5,12.0,25.0,95.72,100.0,95,75.0,65,100.0,0.0,Advanced,Try today,langgenius/dify is a TypeScript project for General User: Production-ready platform for agentic workflow development.,It maps to General User needs with an evidence-based score of 94.72.,"Turn dify into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 148645"", ""Forks: 23428"", ""Language: TypeScript"", ""License: NOASSERTION"", ""README length: 14108"", ""Topics: agent, agentic-ai, agentic-framework, agentic-workflow, ai, automation, gemini, genai, gpt, gpt-4, llm, low-code, mcp, nextjs, no-code, openai, orchestration, python, rag, workflow""]",[],high,TypeScript,"[""agent"", ""agentic-ai"", ""agentic-framework"", ""agentic-workflow"", ""ai"", ""automation"", ""gemini"", ""genai"", ""gpt"", ""gpt-4"", ""llm"", ""low-code"", ""mcp"", ""nextjs"", ""no-code"", ""openai"", ""orchestration"", ""python"", ""rag"", ""workflow""]",148645,23428,964,NOASSERTION,2026-07-13T07:31:56Z,2026-07-02,2026-07-13,13,,,,,live_github_api,,
2026-07-13,2,netease-youdao/LobsterAI,https://github.com/netease-youdao/LobsterAI,general_user,"[""general_user""]",91.64,100.0,12.0,12.5,96.28,97.92,83,45.0,65,100.0,0.0,Intermediate,Try today,"netease-youdao/LobsterAI is a TypeScript project for General User: Open-source, desktop-grade AI agent that gets real work done — data analysis, slides, docs, video & web research. Built on OpenClaw; runs tools on your real desktop and takes commands from your phone via WeChat, Feishu, DingTalk & Telegram.",It maps to General User needs with an evidence-based score of 91.64.,"Turn LobsterAI into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 5527"", ""Forks: 862"", ""Language: TypeScript"", ""License: MIT"", ""README length: 10607"", ""Topics: agent, ai-agent, ai-assistant, automation, autonomous-agents, chatbot, copilot, cross-platform, desktop-app, electron, llm, mcp, office-automation, openclaw, productivity, react, tyepscript""]",[],high,TypeScript,"[""agent"", ""ai-agent"", ""ai-assistant"", ""automation"", ""autonomous-agents"", ""chatbot"", ""copilot"", ""cross-platform"", ""desktop-app"", ""electron"", ""llm"", ""mcp"", ""office-automation"", ""openclaw"", ""productivity"", ""react"", ""tyepscript""]",5527,862,815,MIT,2026-07-13T06:12:21Z,2026-07-02,2026-07-13,8,,,,,live_github_api,,
2026-07-13,3,simstudioai/sim,https://github.com/simstudioai/sim,general_user,"[""general_user""]",90.52,78.0,12.0,12.5,90.1,100.0,83,75.0,65,100.0,0.0,Advanced,Try today,"simstudioai/sim is a TypeScript project for General User: Build, deploy, and orchestrate AI agents. Sim is the central intelligence layer for your AI workforce.",It maps to General User needs with an evidence-based score of 90.52.,"Turn sim into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 29081"", ""Forks: 3706"", ""Language: TypeScript"", ""License: Apache-2.0"", ""README length: 8633"", ""Topics: agent-workflow, agentic-workflow, agents, ai, aiagents, anthropic, artificial-intelligence, automation, chatbot, deepseek, gemini, low-code, nextjs, no-code, openai, rag, react, typescript""]",[],high,TypeScript,"[""agent-workflow"", ""agentic-workflow"", ""agents"", ""ai"", ""aiagents"", ""anthropic"", ""artificial-intelligence"", ""automation"", ""chatbot"", ""deepseek"", ""gemini"", ""low-code"", ""nextjs"", ""no-code"", ""openai"", ""rag"", ""react"", ""typescript""]",29081,3706,233,Apache-2.0,2026-07-13T07:23:51Z,2026-07-03,2026-07-13,6,,,,,live_github_api,,
2026-07-13,4,n8n-io/n8n,https://github.com/n8n-io/n8n,general_user,"[""general_user""]",90.3,100.0,12.5,24.5,100.0,100.0,83,20.0,45,100.0,0.0,Advanced,Try today,"n8n-io/n8n is a TypeScript project for General User: Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",It maps to General User needs with an evidence-based score of 90.30.,"Turn n8n into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 196230"", ""Forks: 59293"", ""Language: TypeScript"", ""License: NOASSERTION"", ""README length: 3994"", ""Topics: ai, apis, automation, cli, data-flow, development, integration-framework, integrations, ipaas, low-code, low-code-platform, mcp, mcp-client, mcp-server, n8n, no-code, self-hosted, typescript, workflow, workflow-automation""]",[],high,TypeScript,"[""ai"", ""apis"", ""automation"", ""cli"", ""data-flow"", ""development"", ""integration-framework"", ""integrations"", ""ipaas"", ""low-code"", ""low-code-platform"", ""mcp"", ""mcp-client"", ""mcp-server"", ""n8n"", ""no-code"", ""self-hosted"", ""typescript"", ""workflow"", ""workflow-automation""]",196230,59293,1455,NOASSERTION,2026-07-13T07:30:54Z,2026-07-02,2026-07-13,13,,,,,live_github_api,,
2026-07-13,5,bytechefhq/bytechef,https://github.com/bytechefhq/bytechef,general_user,"[""general_user""]",89.66,90.5,12.0,25.0,87.53,94.16,95,75.0,65,100.0,15,Intermediate,Try today,bytechefhq/bytechef is a Java project for General User: Open-source platform that unifies AI agent orchestration and workflow automation — autonomy and precision in one platform.,It maps to General User needs with an evidence-based score of 89.66.,"Turn bytechef into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 905"", ""Forks: 156"", ""Language: Java"", ""License: NOASSERTION"", ""README length: 10329"", ""Topics: ai, ai-agents, api, automation, embedded-ipaas, hacktoberfest, integrations, ipaas, java, llm, low-code, mcp, n8n, no-code, self-hosted, typescript, workato, workflow, workflow-automation, zapier""]","[""many open issues relative to stars""]",high,Java,"[""ai"", ""ai-agents"", ""api"", ""automation"", ""embedded-ipaas"", ""hacktoberfest"", ""integrations"", ""ipaas"", ""java"", ""llm"", ""low-code"", ""mcp"", ""n8n"", ""no-code"", ""self-hosted"", ""typescript"", ""workato"", ""workflow"", ""workflow-automation"", ""zapier""]",905,156,480,NOASSERTION,2026-07-13T07:23:44Z,2026-07-08,2026-07-13,2,,,,,live_github_api,,
2026-07-13,6,dongdongbh/Mindwtr,https://github.com/dongdongbh/Mindwtr,general_user,"[""general_user""]",89.19,78.0,24.5,12.5,82.67,94.8,95,75.0,65,100.0,0.0,Advanced,Try today,"dongdongbh/Mindwtr is a TypeScript project for General User: Get every task and idea out of your head, then see the next thing to do. Getting Things Done (GTD) app for desktop and mobile.",It maps to General User needs with an evidence-based score of 89.19.,"Turn Mindwtr into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 1230"", ""Forks: 77"", ""Language: TypeScript"", ""License: AGPL-3.0"", ""README length: 19493"", ""Topics: cross-platform, getting-things-done, gtd, gtd-applications, gtd-workflow, personal-management, productivity, second-brain, task-management, todo-app""]",[],high,TypeScript,"[""cross-platform"", ""getting-things-done"", ""gtd"", ""gtd-applications"", ""gtd-workflow"", ""personal-management"", ""productivity"", ""second-brain"", ""task-management"", ""todo-app""]",1230,77,85,AGPL-3.0,2026-07-13T06:31:52Z,2026-07-03,2026-07-13,15,,,,,live_github_api,,
2026-07-13,7,bex-co/bex,https://github.com/bex-co/bex,general_user,"[""general_user""]",88.8,80.5,24.5,12.5,81.08,92.52,95,75.0,65,100.0,0.0,Intermediate,Try today,bex-co/bex is a Go project for General User: The open-source Render alternative — AI-native. Git push → build → deploy on your own infrastructure; agents are first-class users.,It maps to General User needs with an evidence-based score of 88.80.,"Turn bex into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 410"", ""Forks: 44"", ""Language: Go"", ""License: Apache-2.0"", ""README length: 8575"", ""Topics: ai-agents, deploy, deploy-from-git, gitops, golang, heroku-alternative, hetzner, kubernetes, kubernetes-operator, mcp, paas, platform-engineering, render-alternative, self-hosted""]",[],high,Go,"[""ai-agents"", ""deploy"", ""deploy-from-git"", ""gitops"", ""golang"", ""heroku-alternative"", ""hetzner"", ""kubernetes"", ""kubernetes-operator"", ""mcp"", ""paas"", ""platform-engineering"", ""render-alternative"", ""self-hosted""]",410,44,4,Apache-2.0,2026-07-13T07:32:51Z,2026-07-07,2026-07-13,5,,,,,live_github_api,,
2026-07-13,8,certimate-go/certimate,https://github.com/certimate-go/certimate,general_user,"[""general_user""]",88.58,90.5,12.0,12.5,93.15,98.89,71,45.0,65,100.0,0.0,Intermediate,Try today,"certimate-go/certimate is a Go project for General User: An open-source and free self-hosted SSL certificates ACME tool, automates the full-cycle of issuance, deployment, renewal, and monitoring visually. 完全开源免费的自托管 SSL 证书 ACME 工具，申请、部署、续期、监控全流程自动化可视化，支持各大主流云厂商。",It maps to General User needs with an evidence-based score of 88.58.,"Turn certimate into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 8792"", ""Forks: 853"", ""Language: Go"", ""License: MIT"", ""README length: 7520"", ""Topics: acme, acme-client, automation, certbot, certificate, certificate-management, certificate-manager, certificates, devops, google-trust-services, https, https-certificate, lego, letsencrypt, self-hosted, ssl, ssl-cert, ssl-certificate, ssl-certificates, zerossl""]",[],high,Go,"[""acme"", ""acme-client"", ""automation"", ""certbot"", ""certificate"", ""certificate-management"", ""certificate-manager"", ""certificates"", ""devops"", ""google-trust-services"", ""https"", ""https-certificate"", ""lego"", ""letsencrypt"", ""self-hosted"", ""ssl"", ""ssl-cert"", ""ssl-certificate"", ""ssl-certificates"", ""zerossl""]",8792,853,51,MIT,2026-07-13T07:09:49Z,2026-07-13,2026-07-13,1,,,,,live_github_api,,
2026-07-13,9,AmintaCCCP/GithubStarsManager,https://github.com/AmintaCCCP/GithubStarsManager,general_user,"[""general_user""]",88.46,78.0,12.0,12.5,82.03,96.79,95,75.0,65,100.0,0.0,Intermediate,Try today,"AmintaCCCP/GithubStarsManager is a TypeScript project for General User: AI-powered GitHub stars manager with semantic search, auto-categorization, and release tracking",It maps to General User needs with an evidence-based score of 88.46.,"Turn GithubStarsManager into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 3198"", ""Forks: 152"", ""Language: TypeScript"", ""License: MIT"", ""README length: 22949"", ""Topics: ai-powered, bookmark-manager, cloudflare-workers, desktop-app, electron, fork-manager, gist-client, github-api, github-client, github-helper, github-stars, productivity, release-tracker, repo-manager, semantic-search, star-manager, trending-repositories""]",[],high,TypeScript,"[""ai-powered"", ""bookmark-manager"", ""cloudflare-workers"", ""desktop-app"", ""electron"", ""fork-manager"", ""gist-client"", ""github-api"", ""github-client"", ""github-helper"", ""github-stars"", ""productivity"", ""release-tracker"", ""repo-manager"", ""semantic-search"", ""star-manager"", ""trending-repositories""]",3198,152,2,MIT,2026-07-13T07:06:47Z,2026-07-13,2026-07-13,2,,,,,live_github_api,,
2026-07-13,10,horang-labs/tessera,https://github.com/horang-labs/tessera,general_user,"[""general_user""]",88.41,80.5,12.0,0.0,80.04,91.64,95,75.0,65,100.0,0.0,Intermediate,Try today,"horang-labs/tessera is a TypeScript project for General User: Tessera — a workspace for organizing AI coding sessions across projects, collections, tabs, panes, and Git worktrees",It maps to General User needs with an evidence-based score of 88.41.,"Turn tessera into a concise portfolio note with problem, evidence, implementation idea, output, and limitations.","[""Stars: 268"", ""Forks: 26"", ""Language: TypeScript"", ""License: AGPL-3.0"", ""README length: 16085"", ""Topics: claude-code, codex, coding-agent, developer-tools, electron, electron-app, opencode, self-hosted, tessera""]",[],high,TypeScript,"[""claude-code"", ""codex"", ""coding-agent"", ""developer-tools"", ""electron"", ""electron-app"", ""opencode"", ""self-hosted"", ""tessera""]",268,26,14,AGPL-3.0,2026-07-13T07:35:39Z,2026-07-13,2026-07-13,1,,,,,live_github_api,,
